Machine,Type,Machine ID,Timestamp,machine_id,vibration_level,power_consumption,weld_temperature,weld_current,weld_voltage,weld_time,pressure_applied,wire_feed_rate,gas_flow_rate,weld_strength_estimate,x,y,z
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:14:04.072991+00:00,welding_robot_006,0.12,8.5,52.1,276.1,17.8,883.0,1154.9,1.2,2.4,2035.3,163.6,37.7,27.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:14:24.121893+00:00,welding_robot_006,0.77,9.7,1695.4,110.5,3.8,546.0,431.8,5.0,6.6,4870.6,112.2,193.9,79.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:14:44.336830+00:00,welding_robot_006,0.31,1.5,150.4,205.0,2.3,516.0,593.6,3.5,13.4,4531.8,83.7,17.8,71.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:15:04.392998+00:00,welding_robot_006,0.13,3.3,1812.5,155.9,4.7,95.0,936.3,3.6,35.0,4541.6,4.3,41.8,50.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:15:24.519603+00:00,welding_robot_006,0.74,0.0,861.0,87.1,32.5,548.0,776.2,4.0,23.5,318.1,126.3,183.3,183.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:15:44.240380+00:00,welding_robot_006,0.34,1.4,122.9,187.4,31.6,126.0,1171.3,2.6,3.4,1576.5,145.4,179.8,74.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:16:04.339568+00:00,welding_robot_006,0.6,9.8,904.5,117.4,34.1,631.0,37.6,5.1,21.2,1633.3,168.1,93.7,190.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:16:06.287918+00:00,welding_robot_006,0.25,2.6,873.8,227.9,0.6,614.0,1536.0,9.4,35.3,4301.5,137.1,153.6,116.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:16:24.305222+00:00,welding_robot_006,0.62,2.0,1903.7,211.6,38.8,300.0,672.8,5.7,1.9,4855.4,20.8,170.5,46.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:16:34.714615+00:00,welding_robot_006,0.24,2.8,495.5,189.9,43.3,421.0,1849.0,9.6,49.2,241.5,79.7,24.6,100.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:16:44.506819+00:00,welding_robot_006,0.49,2.9,517.5,188.5,22.3,159.0,717.4,3.1,28.7,3260.5,185.0,118.2,141.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:17:04.176525+00:00,welding_robot_006,0.13,5.1,1742.2,165.8,40.2,956.0,1209.4,6.5,38.2,2406.5,98.7,73.8,5.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:17:24.564863+00:00,welding_robot_006,0.99,1.3,714.1,230.1,9.0,903.0,829.7,7.2,22.8,3951.2,42.3,24.1,72.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:17:44.315690+00:00,welding_robot_006,0.36,6.8,564.4,50.8,19.3,827.0,1340.6,5.9,24.9,1277.0,142.3,2.4,52.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:18:04.276861+00:00,welding_robot_006,0.19,4.5,1002.6,139.5,49.1,39.0,1626.1,0.7,28.3,3658.4,45.2,155.4,152.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:18:44.356475+00:00,welding_robot_006,0.39,5.1,255.7,14.4,30.2,788.0,93.6,1.7,1.6,4899.3,30.7,118.4,25.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:19:04.450355+00:00,welding_robot_006,0.01,4.3,1267.7,47.7,9.7,394.0,1461.4,0.4,28.8,4123.1,91.2,161.7,71.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:19:24.314098+00:00,welding_robot_006,0.54,7.6,1446.8,286.9,41.3,468.0,155.6,9.5,29.4,601.2,20.2,179.6,74.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:19:45.295863+00:00,welding_robot_006,0.5,7.2,1177.9,71.2,23.5,558.0,768.7,6.7,39.2,3073.3,118.5,185.8,176.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:20:04.884483+00:00,welding_robot_006,0.42,5.4,588.2,238.6,22.1,214.0,6.1,0.0,47.4,4868.3,183.3,12.7,64.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:20:24.655821+00:00,welding_robot_006,0.86,0.2,1750.5,60.1,27.6,600.0,365.6,9.1,2.7,165.3,102.4,63.4,53.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:21:04.656294+00:00,welding_robot_006,0.76,0.6,1426.0,216.4,15.4,319.0,721.3,0.5,43.0,2947.1,20.1,81.3,67.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:21:24.454071+00:00,welding_robot_006,0.95,8.5,606.6,173.3,25.7,974.0,867.1,8.2,46.2,4362.3,150.3,122.5,122.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:21:44.343375+00:00,welding_robot_006,0.65,8.5,1007.7,146.6,1.3,642.0,1728.5,2.1,33.2,26.5,48.0,177.5,84.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:22:05.027866+00:00,welding_robot_006,0.48,3.4,51.8,73.1,21.9,754.0,563.9,8.0,27.6,306.0,69.0,183.7,84.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:22:24.716279+00:00,welding_robot_006,0.87,7.3,1888.4,238.4,20.4,448.0,1314.6,3.2,48.8,3140.2,123.7,186.7,90.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:22:44.396533+00:00,welding_robot_006,0.11,4.6,1780.6,84.4,21.4,539.0,995.3,0.8,24.6,2756.4,99.2,49.8,55.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:23:04.565224+00:00,welding_robot_006,0.87,8.3,1871.4,104.6,32.5,903.0,888.5,1.9,6.8,4160.9,33.5,80.0,23.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:23:24.521100+00:00,welding_robot_006,0.33,6.9,152.7,180.1,9.2,999.0,1159.1,9.1,31.0,3166.2,115.1,55.4,150.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:23:44.469826+00:00,welding_robot_006,0.56,0.6,1667.5,172.8,7.9,692.0,1985.5,8.2,32.7,2378.6,125.9,117.8,52.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:16.363546+00:00,welding_robot_006,0.24,7.6,1947.4,111.6,40.7,975.0,1626.7,3.7,37.7,464.9,38.4,20.1,49.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:16.494009+00:00,welding_robot_006,0.8,7.3,1297.1,219.4,29.6,711.0,821.9,5.8,32.6,1204.5,91.2,54.3,2.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:18.019837+00:00,welding_robot_006,0.38,5.7,925.1,178.7,28.1,902.0,1843.8,7.3,27.8,1775.3,15.7,114.1,18.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:18.158583+00:00,welding_robot_006,0.57,7.5,1269.4,98.0,30.1,228.0,624.9,2.4,0.2,795.3,35.6,68.5,112.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:22.773520+00:00,welding_robot_006,0.8,2.0,953.6,227.8,29.7,460.0,1866.5,3.4,42.0,1035.8,158.0,64.8,56.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:22.859339+00:00,welding_robot_006,0.85,5.1,463.7,61.5,37.8,25.0,1575.4,5.6,32.7,4681.6,107.0,182.3,22.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:23.575483+00:00,welding_robot_006,0.2,9.8,965.9,130.1,18.4,114.0,1467.7,2.0,27.0,193.7,189.3,114.9,152.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:38.467984+00:00,welding_robot_006,0.04,5.9,856.2,167.3,16.7,954.0,1432.9,5.9,43.6,3377.9,75.5,29.9,61.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:40.328586+00:00,welding_robot_006,0.77,6.6,101.0,244.5,29.1,826.0,1319.7,8.5,26.5,3641.8,188.6,181.9,83.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:40.438585+00:00,welding_robot_006,0.94,1.6,1068.9,233.8,37.8,571.0,280.7,9.8,23.6,2272.2,191.5,36.8,21.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:40.546545+00:00,welding_robot_006,0.69,3.7,541.1,268.5,39.2,194.0,1904.5,2.6,44.7,268.6,111.8,109.6,195.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:40.820747+00:00,welding_robot_006,0.16,3.5,1908.8,18.1,47.0,259.0,643.5,3.7,27.8,3591.5,5.9,181.0,165.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:41.999625+00:00,welding_robot_006,0.95,9.8,1410.4,106.3,36.9,13.0,1518.6,9.9,40.7,2333.6,121.6,56.8,29.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:42.480480+00:00,welding_robot_006,0.27,10.0,1963.5,36.7,10.7,336.0,347.8,9.5,37.6,2030.2,87.3,85.6,118.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:42.981807+00:00,welding_robot_006,0.14,4.3,288.9,259.5,42.8,136.0,1162.6,1.0,27.7,2535.5,37.9,162.1,68.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:43.033700+00:00,welding_robot_006,0.11,5.0,291.4,196.6,47.9,468.0,1670.2,5.5,24.6,4346.6,51.8,69.9,0.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:43.084158+00:00,welding_robot_006,0.52,6.1,143.1,272.6,12.1,286.0,1049.6,0.9,35.9,1626.6,67.8,82.6,198.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:43.139463+00:00,welding_robot_006,0.99,2.8,200.9,6.8,44.2,772.0,1529.2,9.7,15.2,1399.1,143.2,75.9,90.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:43.633478+00:00,welding_robot_006,0.29,1.0,1981.9,289.3,20.2,890.0,523.5,5.2,32.6,3265.5,4.4,191.4,13.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:45.460128+00:00,welding_robot_006,0.76,3.0,875.1,239.7,15.7,28.0,1820.2,4.6,48.8,3687.8,175.2,124.0,143.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:45.511022+00:00,welding_robot_006,0.28,10.0,495.4,102.5,43.4,962.0,1389.5,2.7,2.6,728.6,165.0,191.8,123.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:46.117689+00:00,welding_robot_006,0.12,0.3,469.6,104.5,20.7,238.0,1893.9,4.9,45.3,1059.8,153.6,30.2,96.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:46.768536+00:00,welding_robot_006,0.37,7.0,78.6,17.7,6.6,975.0,919.3,8.2,27.9,3227.8,33.3,178.5,169.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:46.822946+00:00,welding_robot_006,0.05,5.9,1660.3,71.4,44.8,316.0,554.8,2.5,21.8,2761.6,92.2,99.3,162.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:46.873647+00:00,welding_robot_006,0.5,7.7,1646.7,78.9,10.8,624.0,1560.0,4.9,10.1,4781.4,120.3,135.6,146.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:47.218762+00:00,welding_robot_006,0.1,4.2,1490.5,149.3,8.5,71.0,1702.5,6.7,5.1,279.5,160.5,23.9,7.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:48.767555+00:00,welding_robot_006,0.6,2.5,1887.3,299.0,43.8,655.0,33.7,6.0,32.4,536.3,35.9,157.3,85.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:48.911738+00:00,welding_robot_006,0.75,1.0,169.4,256.1,40.1,545.0,828.2,9.8,24.3,3234.7,3.5,6.7,127.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:49.093611+00:00,welding_robot_006,0.62,8.1,971.8,291.5,25.9,338.0,494.5,6.8,3.7,2219.4,33.7,113.3,193.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:52.616011+00:00,welding_robot_006,0.19,6.9,477.2,17.7,9.4,752.0,214.8,0.7,49.3,4785.8,97.3,157.3,186.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:52.672330+00:00,welding_robot_006,0.17,1.0,243.1,81.4,14.0,301.0,316.7,9.2,2.2,2092.7,22.9,159.7,90.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:52.734406+00:00,welding_robot_006,0.68,3.4,1253.6,249.3,26.7,834.0,338.7,7.3,43.6,4995.9,48.6,27.8,69.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:52.865763+00:00,welding_robot_006,0.94,4.4,227.0,8.3,37.5,216.0,1735.9,5.9,8.2,2482.4,59.5,65.2,35.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:57.164652+00:00,welding_robot_006,0.98,3.2,275.0,108.6,29.9,913.0,251.3,7.3,36.8,4939.5,159.1,17.9,51.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:24:58.202565+00:00,welding_robot_006,0.77,6.6,64.3,190.7,39.8,109.0,431.6,2.9,42.9,3482.8,20.2,91.3,1.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:25:53.224527+00:00,welding_robot_006,0.28,4.8,1270.0,6.7,21.0,911.0,984.5,2.6,32.2,1711.8,136.9,63.3,54.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:26:15.348681+00:00,welding_robot_006,0.4,0.8,1370.4,276.2,5.8,791.0,687.0,6.1,27.4,394.4,55.8,88.7,181.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:26:44.134007+00:00,welding_robot_006,0.05,2.6,1939.5,231.6,37.0,309.0,1412.3,8.0,0.8,4313.2,115.3,88.7,83.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:27:15.153134+00:00,welding_robot_006,0.08,1.3,1593.8,161.6,13.0,558.0,1327.6,7.9,3.6,3919.7,44.5,10.8,46.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:27:48.837884+00:00,welding_robot_006,0.83,8.0,703.4,38.0,38.3,403.0,1300.6,9.3,9.9,2111.7,6.0,111.5,52.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:28:00.276126+00:00,welding_robot_006,0.78,1.0,810.2,264.3,1.8,611.0,1142.4,4.1,12.2,1830.8,123.3,122.8,103.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:28:30.580833+00:00,welding_robot_006,0.49,3.9,1499.0,35.1,28.4,449.0,1893.4,8.8,19.8,629.1,112.7,88.8,34.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:28:53.493012+00:00,welding_robot_006,0.64,2.4,899.3,237.6,9.1,880.0,1346.4,9.3,30.3,3476.4,135.3,156.7,102.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:29:10.867915+00:00,welding_robot_006,0.76,0.3,1291.7,175.6,13.9,222.0,525.4,7.8,38.7,4398.2,133.3,156.8,13.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:29:15.912086+00:00,welding_robot_006,0.61,2.9,1016.6,108.7,13.1,802.0,1917.7,1.5,22.7,2553.3,16.1,158.3,157.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:29:32.187597+00:00,welding_robot_006,0.81,3.6,846.0,91.3,30.3,399.0,1708.8,8.4,32.4,3039.2,18.3,168.9,12.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:29:42.960241+00:00,welding_robot_006,0.73,9.2,1688.0,225.8,8.7,125.0,1147.8,2.1,16.9,2847.5,147.7,117.9,180.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:30:10.350778+00:00,welding_robot_006,0.72,2.0,1613.3,263.7,34.9,23.0,111.8,6.0,36.2,1561.7,147.9,128.0,1.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:30:28.448623+00:00,welding_robot_006,0.5,0.5,189.9,186.2,43.0,360.0,480.0,9.0,41.2,2751.3,66.1,125.4,122.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:30:51.444418+00:00,welding_robot_006,0.54,5.3,1574.1,18.0,2.3,779.0,240.2,9.1,27.8,105.5,79.8,49.7,88.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:31:03.471405+00:00,welding_robot_006,0.95,9.1,1218.6,150.6,10.5,421.0,1822.9,7.1,30.5,871.9,22.3,44.4,160.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:31:32.303351+00:00,welding_robot_006,0.99,7.3,1609.2,146.9,8.8,700.0,768.0,8.9,37.1,4762.7,21.5,194.8,33.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:31:38.946072+00:00,welding_robot_006,0.38,0.6,824.1,156.2,46.4,877.0,309.5,0.8,33.4,4816.4,93.4,116.7,46.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:32:10.798889+00:00,welding_robot_006,0.84,5.3,1746.2,162.3,34.0,820.0,877.8,1.4,28.2,318.5,168.3,58.0,166.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:32:24.872558+00:00,welding_robot_006,0.48,7.3,1804.8,36.4,35.8,614.0,1109.8,6.9,0.3,404.7,16.5,136.7,46.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:32:58.939025+00:00,welding_robot_006,0.66,1.6,1129.6,276.1,16.4,951.0,1070.7,4.2,27.5,4494.7,168.0,31.3,40.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:33:09.951248+00:00,welding_robot_006,0.22,4.3,216.1,177.6,24.0,299.0,1577.9,8.0,5.7,1316.4,23.8,100.8,153.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:33:32.039518+00:00,welding_robot_006,0.28,5.5,1361.1,205.0,16.9,605.0,1545.8,3.7,39.0,1081.8,137.6,34.3,94.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:33:47.292860+00:00,welding_robot_006,0.82,8.7,1950.3,107.3,48.3,677.0,14.4,3.2,44.7,3321.9,133.1,42.8,37.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:34:07.647197+00:00,welding_robot_006,0.53,0.6,192.3,172.0,7.8,779.0,1483.8,9.4,40.4,981.3,34.6,71.3,147.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:34:28.421669+00:00,welding_robot_006,0.35,6.1,1886.5,118.1,39.0,38.0,982.7,6.4,30.1,1852.3,132.1,16.7,102.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:34:38.617174+00:00,welding_robot_006,0.67,8.4,76.0,215.9,42.3,321.0,254.2,9.5,2.6,2209.8,151.6,31.3,32.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:35:09.625403+00:00,welding_robot_006,0.7,5.7,35.4,100.0,36.0,257.0,1015.3,6.2,49.8,2104.4,53.7,65.5,61.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:35:25.160099+00:00,welding_robot_006,0.77,5.4,695.9,186.8,35.7,969.0,1613.1,2.5,14.2,4099.0,53.9,181.0,128.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:53:18.036412+00:00,welding_robot_006,0.73,2.3,603.5,14.8,22.9,412.0,1255.2,7.5,7.0,2250.1,115.9,142.0,193.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:53:18.454734+00:00,welding_robot_006,0.38,5.6,1440.9,76.6,15.7,459.0,1331.7,7.8,28.4,1434.9,22.8,109.8,126.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:53:36.263922+00:00,welding_robot_006,0.33,9.5,164.4,8.6,1.4,909.0,1649.9,8.1,7.7,2825.9,38.9,57.3,153.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:56:04.757718+00:00,welding_robot_006,0.61,2.9,1655.1,221.0,32.5,370.0,528.8,3.4,14.3,2404.4,17.6,16.0,70.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:58:19.000603+00:00,welding_robot_006,0.79,5.8,1245.8,256.4,25.7,302.0,488.3,1.2,40.7,615.5,27.0,63.7,82.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 10:58:35.130867+00:00,welding_robot_006,0.53,0.4,364.5,36.4,1.1,670.0,1784.4,2.3,49.5,2855.4,68.2,41.4,14.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 11:01:04.404465+00:00,welding_robot_006,0.67,3.6,1359.0,256.0,32.3,615.0,279.9,6.5,3.6,4381.4,156.6,21.5,135.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 11:02:06.010130+00:00,welding_robot_006,0.87,7.9,180.4,138.1,16.2,639.0,295.3,0.6,23.9,2913.9,124.2,56.9,138.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 11:02:44.591015+00:00,welding_robot_006,0.58,8.2,833.4,88.5,10.4,516.0,902.1,4.8,39.4,2923.7,178.3,112.0,111.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 11:03:04.468996+00:00,welding_robot_006,0.29,6.8,1948.6,213.0,40.1,846.0,1156.2,2.6,12.7,828.5,153.9,95.3,1.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 11:03:18.999863+00:00,welding_robot_006,0.92,6.5,1355.7,103.4,29.1,587.0,503.1,8.0,10.3,2241.1,39.0,153.4,188.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 11:03:20.213042+00:00,welding_robot_006,0.04,2.0,374.8,212.6,39.2,903.0,1541.9,5.5,50.0,472.9,11.0,38.0,87.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 11:03:44.277910+00:00,welding_robot_006,0.86,1.9,32.0,223.9,15.0,956.0,481.1,4.8,41.6,4398.7,177.9,173.4,0.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 11:04:24.171642+00:00,welding_robot_006,0.04,9.8,1418.4,140.3,40.8,419.0,385.1,2.9,37.9,2598.5,64.2,44.4,127.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 11:04:44.367835+00:00,welding_robot_006,0.35,1.1,1005.5,37.9,5.7,832.0,353.9,7.5,25.5,1685.9,84.9,37.0,43.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 11:05:04.475366+00:00,welding_robot_006,0.49,8.6,839.2,105.3,8.4,915.0,194.7,6.3,23.0,188.6,153.8,111.8,123.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 11:05:44.383262+00:00,welding_robot_006,0.13,9.0,1618.2,72.2,27.4,739.0,1075.0,0.3,19.6,3885.7,94.2,69.9,169.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 11:06:04.678676+00:00,welding_robot_006,0.29,2.3,1034.2,142.0,29.7,521.0,1062.7,6.2,42.7,3858.2,91.2,3.6,78.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 11:06:23.935271+00:00,welding_robot_006,0.89,5.4,497.4,116.8,13.9,28.0,811.9,8.8,13.2,4116.9,88.4,187.8,167.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 11:06:44.850158+00:00,welding_robot_006,0.62,5.6,494.6,102.2,17.0,222.0,1472.2,1.3,8.1,3426.9,163.1,109.1,19.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 11:07:05.130248+00:00,welding_robot_006,0.16,6.1,1187.8,53.5,28.8,654.0,1021.8,6.7,42.0,1542.8,57.7,161.9,81.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 11:07:24.533164+00:00,welding_robot_006,0.48,8.6,1072.7,162.3,29.5,404.0,1458.5,2.5,26.9,3984.6,186.0,181.7,15.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 11:07:44.542090+00:00,welding_robot_006,0.8,9.7,135.7,71.5,47.0,104.0,912.8,3.1,49.5,89.5,17.0,31.6,146.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 11:08:24.561326+00:00,welding_robot_006,0.6,7.1,1964.0,163.2,50.0,744.0,1725.9,7.8,22.6,2713.0,1.3,138.7,179.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 11:08:44.282523+00:00,welding_robot_006,0.53,6.7,837.1,242.2,48.6,575.0,536.0,9.1,12.8,2068.7,179.3,71.5,137.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 11:09:04.943869+00:00,welding_robot_006,0.69,7.0,1929.4,154.4,47.6,232.0,1891.0,0.6,17.9,1573.9,23.7,20.6,70.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 11:09:24.563685+00:00,welding_robot_006,0.88,0.2,275.5,160.6,11.2,537.0,1637.2,1.1,20.0,1813.7,24.8,34.4,11.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 11:09:44.579622+00:00,welding_robot_006,0.07,3.1,1372.0,120.0,42.3,946.0,1886.5,4.1,2.4,3622.4,35.1,119.9,109.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 11:10:04.653894+00:00,welding_robot_006,0.38,6.8,1422.1,248.2,19.5,871.0,1965.5,9.9,42.3,3520.8,166.9,170.2,105.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 11:10:24.723010+00:00,welding_robot_006,0.83,2.1,1091.2,259.6,21.4,837.0,1036.2,0.1,46.3,2704.3,111.7,155.9,147.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 11:10:44.742971+00:00,welding_robot_006,0.45,2.7,1030.3,80.7,30.8,414.0,1122.2,1.3,37.3,4583.2,38.4,9.1,82.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 11:11:04.893010+00:00,welding_robot_006,0.7,8.2,1337.5,34.0,20.4,355.0,1903.3,5.9,0.9,4564.7,26.2,48.0,193.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 11:11:24.336407+00:00,welding_robot_006,0.13,4.7,1672.7,233.8,1.1,578.0,183.5,3.8,14.2,4879.4,155.4,163.5,186.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 11:11:46.475577+00:00,welding_robot_006,0.62,4.2,1809.5,252.9,33.8,328.0,1058.7,3.8,46.4,165.7,6.0,26.2,138.7
