Machine,Type,Machine ID,Timestamp,machine_id,temperature,spray_pressure,paint_thickness,humidity,paint_flow_rate,paint_volume_used,atomizer_speed,overspray_capture_efficiency,booth_airflow_velocity,solvent_concentration,x,y,z
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:30:34.851333+00:00,painting_robot_002,16.5,0.2,144.4,33.2,3.5,1.2,619.7,27.6,0.88,0.3,62.6,76.2,20.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:30:35.358231+00:00,painting_robot_002,23.7,1.3,82.4,47.3,1.2,1.9,1457.4,4.0,0.62,0.9,90.4,22.1,75.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:31:16.731282+00:00,painting_robot_002,26.5,3.6,24.4,58.8,4.2,0.6,1763.7,79.8,0.93,0.0,161.5,78.1,96.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:31:17.118860+00:00,painting_robot_002,49.1,0.3,122.6,29.4,4.0,0.8,1753.8,26.4,0.12,2.8,178.4,171.1,177.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:31:18.439161+00:00,painting_robot_002,44.8,1.5,27.7,80.4,0.4,1.0,2313.2,77.3,0.79,0.3,50.1,35.3,140.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:31:59.436071+00:00,painting_robot_002,15.7,0.6,72.0,47.8,1.9,0.5,1900.0,17.1,0.79,1.7,96.2,147.2,41.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:31:59.875564+00:00,painting_robot_002,18.8,1.1,75.0,72.5,1.5,1.6,2425.9,45.5,0.51,3.2,179.7,66.5,35.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:32:41.098647+00:00,painting_robot_002,20.4,3.8,8.0,22.6,4.3,1.5,1162.7,94.8,0.05,4.5,121.0,112.7,158.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:33:22.110043+00:00,painting_robot_002,22.2,2.9,21.0,11.7,2.4,1.7,2920.0,37.9,0.9,0.3,152.0,98.5,78.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:33:22.356343+00:00,painting_robot_002,15.8,0.8,139.4,60.8,1.4,1.6,1612.7,92.1,0.73,3.3,158.5,198.5,194.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:34:04.264896+00:00,painting_robot_002,31.8,1.9,44.1,67.4,2.5,1.0,2752.2,31.2,0.04,1.3,32.1,131.0,66.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:34:04.517634+00:00,painting_robot_002,27.4,1.2,66.3,73.9,4.5,0.9,793.2,59.6,0.96,4.5,15.9,119.3,19.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:34:04.749711+00:00,painting_robot_002,26.9,1.9,12.2,21.8,2.4,1.6,795.6,48.3,0.8,0.9,163.0,69.4,88.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:34:47.081232+00:00,painting_robot_002,39.3,2.9,127.5,13.0,1.4,0.7,2428.3,30.3,0.54,3.5,188.2,85.5,160.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:35:29.194473+00:00,painting_robot_002,15.2,2.3,20.7,47.4,1.8,1.1,2262.2,29.1,0.24,0.9,4.2,61.9,84.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:35:30.272849+00:00,painting_robot_002,11.7,3.7,111.4,85.2,2.4,0.8,2662.8,91.5,0.32,3.0,113.2,195.9,12.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:36:10.842745+00:00,painting_robot_002,38.9,0.6,113.5,2.2,1.5,1.2,1326.6,80.8,0.53,0.0,55.3,141.8,34.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:36:11.047748+00:00,painting_robot_002,16.4,5.0,45.7,29.4,4.9,0.8,1773.5,43.3,0.64,1.8,168.2,8.2,17.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:36:52.715730+00:00,painting_robot_002,36.5,3.9,75.3,34.8,1.4,0.7,1350.7,59.2,0.12,4.3,178.0,177.0,180.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:36:52.947830+00:00,painting_robot_002,39.9,0.6,76.1,82.2,2.1,0.5,2212.0,9.4,0.86,1.9,74.2,94.6,167.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:37:34.442990+00:00,painting_robot_002,16.7,2.3,34.5,52.7,1.0,1.9,2472.8,1.1,0.1,4.1,54.5,187.2,64.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:37:34.842155+00:00,painting_robot_002,35.2,2.1,74.4,42.3,1.5,1.2,1724.7,88.1,0.51,4.9,31.9,3.4,32.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:37:35.468098+00:00,painting_robot_002,20.4,4.6,107.4,15.5,0.5,1.9,1028.3,95.1,0.13,0.4,56.0,9.4,65.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:38:18.120889+00:00,painting_robot_002,39.3,2.9,29.1,92.8,3.8,0.0,1627.6,97.8,0.19,3.4,189.1,150.6,17.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:38:18.306022+00:00,painting_robot_002,28.5,1.7,101.7,11.8,2.0,0.2,516.2,6.5,0.84,4.3,59.8,177.7,173.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:39:00.229401+00:00,painting_robot_002,3.8,3.6,41.9,19.0,3.2,1.2,2120.8,44.9,0.66,0.8,150.2,146.1,7.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:39:40.656759+00:00,painting_robot_002,34.5,5.0,86.0,39.7,2.9,1.3,2202.2,77.9,0.56,0.4,181.8,156.6,82.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:39:41.017328+00:00,painting_robot_002,14.0,2.6,76.8,3.8,4.6,1.6,2458.3,80.5,0.27,3.1,9.3,154.3,151.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:39:41.785657+00:00,painting_robot_002,12.5,1.6,141.2,26.0,1.9,1.2,2914.7,43.4,0.16,4.5,115.4,101.8,172.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:40:21.935069+00:00,painting_robot_002,36.9,2.4,95.0,62.5,2.9,0.7,764.4,85.5,0.22,0.1,148.1,109.5,77.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:40:23.529209+00:00,painting_robot_002,29.9,4.5,49.7,60.6,2.6,1.8,2046.5,58.2,0.3,1.7,39.0,71.2,100.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:41:03.953775+00:00,painting_robot_002,29.0,3.8,102.4,51.3,2.9,0.1,931.1,13.0,0.31,0.2,5.9,142.3,134.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:41:06.432277+00:00,painting_robot_002,49.2,5.0,22.2,3.5,0.6,1.6,2436.4,23.7,0.82,1.5,9.8,125.8,58.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:41:45.988710+00:00,painting_robot_002,46.5,2.8,29.4,20.4,2.5,1.0,2487.4,68.1,0.22,0.8,12.8,123.2,119.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:41:46.639457+00:00,painting_robot_002,43.3,3.2,116.4,4.9,0.5,0.5,2081.6,67.8,0.2,4.7,19.3,156.9,143.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:42:29.450225+00:00,painting_robot_002,19.6,1.3,87.8,40.7,4.9,2.0,626.3,27.5,0.95,0.0,99.3,176.3,26.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:42:29.686917+00:00,painting_robot_002,25.1,0.1,70.3,3.9,3.9,1.1,1844.4,16.6,0.37,0.2,136.3,130.9,85.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:43:10.641288+00:00,painting_robot_002,19.1,0.6,118.9,26.5,3.7,1.2,2622.8,34.0,0.3,1.7,169.2,68.4,0.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:43:12.011843+00:00,painting_robot_002,35.2,0.1,89.5,59.7,0.5,1.0,1693.8,42.5,0.98,1.2,107.4,102.6,34.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:43:53.644542+00:00,painting_robot_002,45.6,4.2,31.2,32.9,3.7,1.2,1652.9,59.1,0.43,0.3,9.8,32.3,158.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:43:53.992407+00:00,painting_robot_002,41.5,3.2,8.6,48.7,1.9,1.9,2393.2,67.8,0.38,2.2,170.6,6.6,168.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:43:54.579945+00:00,painting_robot_002,2.9,1.4,12.6,96.2,2.4,0.0,149.6,25.0,0.24,2.4,1.6,86.5,11.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:44:36.436375+00:00,painting_robot_002,20.1,0.3,38.5,71.3,0.6,1.8,2646.6,67.8,0.57,4.3,184.9,191.4,38.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:45:16.797362+00:00,painting_robot_002,43.1,0.9,57.0,36.9,5.0,1.5,2268.0,12.6,0.57,4.0,4.3,183.4,85.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:45:17.053551+00:00,painting_robot_002,8.7,0.5,16.0,49.0,2.1,0.5,2179.2,51.1,0.38,1.1,103.3,26.2,78.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:45:59.308398+00:00,painting_robot_002,40.9,1.5,10.2,54.5,1.6,1.9,1782.9,94.1,0.48,2.6,78.0,46.9,55.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:45:59.733977+00:00,painting_robot_002,3.7,1.3,123.8,78.3,3.8,1.3,1835.6,97.6,0.87,0.3,191.6,122.3,23.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:46:40.720134+00:00,painting_robot_002,32.0,3.7,72.1,60.8,1.3,0.8,456.4,68.3,0.49,4.2,105.6,194.2,49.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:46:40.839895+00:00,painting_robot_002,11.4,0.7,106.6,34.1,1.1,1.4,1404.4,21.5,0.1,1.8,148.5,14.5,74.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:47:22.823255+00:00,painting_robot_002,7.3,1.7,69.7,41.1,0.0,0.5,748.4,17.7,0.6,0.3,172.6,135.1,55.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:47:23.105686+00:00,painting_robot_002,42.5,2.5,54.4,16.4,4.2,0.7,2086.0,19.0,0.27,1.9,109.1,132.1,154.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:47:24.677494+00:00,painting_robot_002,49.5,1.0,33.0,27.0,4.5,0.8,938.4,70.4,0.21,3.8,62.4,47.5,154.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:48:05.088393+00:00,painting_robot_002,24.1,1.2,51.8,73.6,0.1,2.0,1983.2,42.5,0.18,1.2,184.8,65.4,110.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:48:06.283530+00:00,painting_robot_002,41.4,3.7,117.7,72.4,4.3,1.8,1640.4,91.4,0.47,2.0,134.0,163.7,198.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:48:47.550325+00:00,painting_robot_002,37.5,2.1,83.3,30.6,4.0,1.2,1844.2,59.5,0.75,4.2,33.2,148.1,167.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:48:48.691843+00:00,painting_robot_002,42.0,1.2,118.0,8.2,3.3,0.0,1789.8,12.2,0.14,0.3,176.3,182.7,83.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:49:28.732011+00:00,painting_robot_002,6.8,2.0,97.9,24.6,0.9,1.0,2866.4,8.9,0.74,0.7,135.4,74.4,131.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:49:30.109031+00:00,painting_robot_002,38.6,4.4,76.4,81.9,5.0,1.0,2901.9,4.1,0.71,1.9,198.8,114.3,123.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:50:10.533945+00:00,painting_robot_002,37.9,1.9,22.6,88.2,0.5,1.8,8.3,52.2,0.27,1.6,127.6,197.6,130.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:50:12.343042+00:00,painting_robot_002,27.5,2.6,138.9,1.2,2.2,1.5,1710.9,14.2,0.57,1.1,68.1,97.6,115.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:50:52.897002+00:00,painting_robot_002,10.6,0.2,16.0,43.2,4.3,1.3,2680.4,66.8,0.65,4.2,67.0,64.1,61.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:50:54.120676+00:00,painting_robot_002,14.8,0.8,68.9,0.3,1.7,1.6,20.7,96.9,0.96,0.5,75.1,48.0,44.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:51:35.052483+00:00,painting_robot_002,45.7,3.1,105.7,71.1,3.3,0.1,2567.1,83.5,0.48,4.0,157.8,101.3,20.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:51:36.542813+00:00,painting_robot_002,7.8,1.5,137.7,58.7,3.5,1.9,245.1,38.5,0.39,3.0,18.8,152.7,162.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:52:17.477789+00:00,painting_robot_002,30.9,4.7,59.4,58.2,0.5,0.3,101.7,4.3,0.64,4.7,191.3,99.3,0.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:52:17.606339+00:00,painting_robot_002,23.0,2.1,144.3,74.9,4.9,1.7,281.2,14.6,0.64,3.2,161.2,149.9,84.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:52:18.472549+00:00,painting_robot_002,35.0,0.7,6.7,67.9,3.4,1.9,2192.3,97.5,0.98,3.9,64.3,51.3,14.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:52:59.500598+00:00,painting_robot_002,41.3,0.5,32.5,50.7,4.2,1.0,2567.3,4.6,0.03,4.8,67.6,42.8,194.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:52:59.811501+00:00,painting_robot_002,23.0,1.0,66.5,84.3,2.1,0.6,1823.8,4.6,0.46,0.2,88.0,2.8,9.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:53:42.949651+00:00,painting_robot_002,44.8,0.7,60.3,61.0,2.1,0.7,2667.1,45.9,0.98,3.5,118.9,187.0,48.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:54:24.276915+00:00,painting_robot_002,11.4,2.6,30.4,49.5,2.3,0.3,669.8,52.8,0.54,4.6,89.8,161.6,104.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:54:26.000061+00:00,painting_robot_002,47.8,1.9,75.3,76.6,1.0,1.1,2322.8,55.7,0.73,3.8,180.1,192.1,143.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:55:03.847299+00:00,painting_robot_002,45.0,0.2,124.4,80.7,1.0,0.5,1069.7,36.0,0.17,4.2,21.6,112.8,64.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:55:05.215923+00:00,painting_robot_002,38.1,4.3,90.3,46.5,1.8,1.4,2605.0,82.0,0.95,3.6,112.0,195.6,43.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:55:05.400546+00:00,painting_robot_002,34.0,1.2,14.9,65.7,0.4,0.7,1750.8,79.1,0.26,2.6,87.7,180.2,133.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:55:47.380881+00:00,painting_robot_002,4.1,2.5,132.5,41.1,4.1,0.3,2442.6,79.1,0.48,1.4,132.9,54.2,66.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:55:47.513621+00:00,painting_robot_002,42.0,4.0,43.7,74.3,4.6,0.7,1877.8,97.4,0.47,4.1,31.5,118.9,34.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:56:29.967983+00:00,painting_robot_002,19.2,0.2,11.3,32.3,0.8,0.3,1627.2,22.4,0.56,0.8,52.8,18.6,0.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:56:30.393100+00:00,painting_robot_002,49.4,3.8,49.2,6.1,3.8,1.9,2138.5,11.7,0.24,0.7,81.7,188.2,122.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:57:10.630289+00:00,painting_robot_002,6.2,1.2,149.4,93.3,1.8,0.1,1851.8,70.7,0.29,1.4,68.9,43.3,195.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:57:12.976469+00:00,painting_robot_002,15.1,1.0,131.9,89.2,0.5,0.6,1034.4,2.4,0.07,3.7,32.9,0.4,114.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:57:53.653381+00:00,painting_robot_002,24.1,0.0,105.5,65.3,2.0,1.8,873.6,57.6,0.96,1.3,82.6,170.2,158.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:57:54.099476+00:00,painting_robot_002,4.0,5.0,88.0,97.4,0.4,0.3,1968.0,92.0,0.4,0.3,172.8,60.0,118.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:57:54.315599+00:00,painting_robot_002,25.4,4.5,132.2,61.9,4.0,1.9,131.8,95.9,0.21,2.6,36.4,38.2,173.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:58:36.953108+00:00,painting_robot_002,38.0,4.2,113.7,40.5,1.2,0.5,2175.4,55.6,0.67,1.8,20.1,100.2,111.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:59:17.913128+00:00,painting_robot_002,7.9,3.5,80.0,99.8,0.2,1.2,2978.2,32.4,0.29,2.1,171.7,40.8,100.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:59:18.925047+00:00,painting_robot_002,21.6,2.0,104.0,8.9,3.0,0.3,485.2,32.2,0.62,4.2,178.3,190.1,170.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:59:59.138987+00:00,painting_robot_002,40.4,2.0,130.0,86.1,2.7,1.2,2596.0,22.8,0.62,4.5,51.0,149.9,2.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:00:00.481330+00:00,painting_robot_002,47.8,4.8,112.5,53.7,2.8,1.2,295.0,36.9,0.8,4.7,133.4,61.8,68.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:00:41.774050+00:00,painting_robot_002,27.7,0.2,61.3,52.6,1.8,0.2,255.5,76.8,0.26,2.4,80.5,12.0,114.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:00:42.368102+00:00,painting_robot_002,13.9,4.9,43.8,23.6,0.1,0.1,2222.8,78.6,0.41,2.4,112.5,8.2,82.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:01:00.092227+00:00,painting_robot_002,4.0,0.1,65.2,95.3,1.5,1.7,333.7,25.9,0.11,1.4,132.7,35.9,104.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:01:22.024356+00:00,painting_robot_002,8.5,1.4,32.1,90.2,1.8,1.0,2268.3,71.2,0.72,4.5,20.0,163.3,10.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:01:23.907356+00:00,painting_robot_002,47.7,1.5,117.5,1.7,1.8,0.3,1901.9,19.8,0.12,0.3,34.9,196.9,96.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:02:05.812607+00:00,painting_robot_002,27.1,1.4,116.1,50.1,3.0,1.2,2646.8,90.7,0.95,1.6,177.1,59.5,74.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:02:07.465013+00:00,painting_robot_002,7.9,4.0,76.6,38.6,4.4,0.5,2654.0,47.9,0.62,1.6,9.9,119.6,187.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:02:47.340776+00:00,painting_robot_002,43.5,0.4,31.9,62.9,4.1,0.3,428.5,98.6,0.45,1.5,55.8,123.6,145.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:02:47.781179+00:00,painting_robot_002,35.9,4.7,11.8,47.0,3.9,1.8,900.0,62.6,0.68,0.2,83.5,85.1,159.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:03:28.889016+00:00,painting_robot_002,45.4,0.2,141.5,66.0,0.5,1.8,2588.0,25.3,0.42,4.7,176.9,44.0,98.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:03:29.637332+00:00,painting_robot_002,26.4,3.9,113.4,41.6,1.2,1.1,1807.1,97.1,0.23,3.2,182.4,190.4,117.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:04:12.447066+00:00,painting_robot_002,34.2,2.0,10.4,34.2,3.8,1.1,1365.6,45.7,0.93,2.7,101.4,167.0,29.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:04:13.145719+00:00,painting_robot_002,43.5,4.8,91.3,99.5,5.0,0.8,2526.9,74.8,0.57,1.7,73.5,166.6,30.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:04:53.831632+00:00,painting_robot_002,20.1,4.4,47.5,20.2,1.4,1.7,1529.9,88.5,1.0,3.1,114.7,199.1,111.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:04:54.581643+00:00,painting_robot_002,19.2,5.0,134.9,3.5,2.5,1.9,2694.6,34.3,0.49,3.2,167.8,160.3,164.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:05:35.908199+00:00,painting_robot_002,34.2,4.2,23.0,92.7,2.3,1.5,2650.2,55.1,0.88,2.4,26.0,77.9,184.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:05:35.997159+00:00,painting_robot_002,35.3,1.0,102.5,59.4,0.5,0.9,459.6,63.6,0.75,2.6,60.3,150.0,82.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:05:36.983666+00:00,painting_robot_002,31.2,2.0,37.4,84.5,0.6,1.9,1301.1,72.3,0.75,0.8,184.3,135.6,31.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:06:17.170538+00:00,painting_robot_002,9.6,2.7,91.3,31.1,0.9,1.1,2485.9,81.5,0.89,4.7,97.9,168.7,184.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:06:17.939671+00:00,painting_robot_002,42.5,2.8,16.1,14.1,2.9,1.5,2897.8,51.0,0.37,4.8,160.9,181.7,33.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:07:00.071616+00:00,painting_robot_002,0.5,0.7,4.0,7.8,4.0,0.2,1558.2,57.1,0.76,3.4,110.7,114.6,63.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:07:41.946252+00:00,painting_robot_002,19.0,3.5,145.7,9.1,3.8,1.5,1415.0,3.4,0.8,1.2,37.4,38.8,116.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:07:42.155459+00:00,painting_robot_002,1.4,0.2,26.4,62.2,0.6,1.4,998.7,49.1,0.15,4.3,146.3,146.6,90.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:07:42.360943+00:00,painting_robot_002,25.9,4.3,59.1,48.8,1.6,0.9,2180.7,62.4,0.47,2.4,155.2,49.4,113.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:08:23.610263+00:00,painting_robot_002,18.8,2.2,101.7,91.8,1.1,0.3,2299.1,2.7,0.39,4.2,41.9,112.0,64.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:09:05.742465+00:00,painting_robot_002,35.2,2.7,10.9,38.8,3.9,1.5,1725.5,31.6,0.31,0.1,2.9,197.2,90.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:09:06.197493+00:00,painting_robot_002,20.8,0.3,48.4,21.5,2.4,1.7,2806.3,40.1,0.86,1.3,54.2,37.9,108.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:09:07.252731+00:00,painting_robot_002,3.7,1.8,118.7,19.4,3.8,0.2,2556.4,90.2,0.4,1.3,93.3,153.9,62.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:09:47.624320+00:00,painting_robot_002,47.9,1.2,92.9,22.3,2.7,0.5,2140.1,54.8,0.35,0.0,100.3,58.0,183.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:09:48.894413+00:00,painting_robot_002,2.0,2.4,26.7,68.5,2.7,1.3,275.1,40.2,0.53,1.0,180.9,110.7,59.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:10:31.605960+00:00,painting_robot_002,24.4,3.4,35.7,26.8,0.3,0.8,1066.1,80.1,0.77,3.0,109.7,8.3,8.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:10:31.714179+00:00,painting_robot_002,22.6,1.8,58.9,26.5,3.6,0.8,1264.0,4.3,0.37,3.1,167.9,34.5,194.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:11:10.380102+00:00,painting_robot_002,8.1,2.7,47.8,64.5,4.0,1.6,465.7,75.9,0.84,3.7,48.6,70.4,165.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:11:11.819371+00:00,painting_robot_002,29.3,4.2,37.8,0.7,0.9,1.3,1970.1,55.8,0.46,3.3,133.7,76.3,146.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:11:53.596522+00:00,painting_robot_002,33.6,2.3,65.2,54.8,0.4,0.4,429.0,29.8,0.33,1.9,127.3,156.8,135.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:11:54.880587+00:00,painting_robot_002,21.7,3.5,116.8,96.9,2.6,1.6,23.8,95.8,0.2,3.9,157.9,52.5,116.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:11:55.055528+00:00,painting_robot_002,41.1,3.6,130.8,79.3,1.9,1.6,1831.1,92.4,0.84,4.5,32.7,86.6,193.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 18:12:36.282790+00:00,painting_robot_002,25.7,4.7,78.0,62.7,3.8,0.1,53.1,69.0,0.17,4.5,128.0,62.3,155.2
