Machine,Type,Machine ID,Timestamp,machine_id,temperature,vibration_level,power_consumption,spindle_speed,tool_wear_level,cut_depth,feed_rate,coolant_flow_rate,material_hardness,chip_load
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:22:26.329922+00:00,cnc_milling_004,67.2,0.94,10.7,10439.4,45.6,9.7,207.9,0.28,276.1,0.83
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:22:51.663464+00:00,cnc_milling_004,55.9,0.48,8.9,2208.5,56.0,5.8,390.9,1.89,113.3,0.34
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:23:22.111702+00:00,cnc_milling_004,31.0,0.52,2.3,13247.1,48.3,9.2,224.7,0.26,289.1,0.31
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:23:41.449867+00:00,cnc_milling_004,60.9,0.26,15.9,8932.0,14.8,1.2,441.4,1.66,38.5,0.18
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:24:01.451018+00:00,cnc_milling_004,68.9,0.26,2.3,9061.7,70.6,5.0,115.8,0.35,168.6,0.79
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:24:21.133561+00:00,cnc_milling_004,69.4,0.07,1.4,1582.8,55.2,2.1,247.8,1.87,221.9,0.64
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:24:36.552079+00:00,cnc_milling_004,77.3,0.7,10.0,7625.0,64.9,8.0,493.0,1.84,135.1,0.85
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:25:00.815367+00:00,cnc_milling_004,38.7,0.71,4.1,518.3,83.0,4.0,318.1,0.65,272.5,0.69
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:25:16.965053+00:00,cnc_milling_004,92.4,0.12,8.9,9268.0,92.1,4.7,34.8,0.3,258.1,0.37
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:25:25.950621+00:00,cnc_milling_004,69.6,0.74,3.8,11464.1,66.1,6.5,354.6,1.18,210.0,0.89
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:25:55.909402+00:00,cnc_milling_004,48.7,0.27,18.3,4470.8,71.5,9.1,7.2,0.64,243.3,0.5
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:26:22.372647+00:00,cnc_milling_004,33.3,0.16,17.8,12268.9,6.0,6.3,218.6,1.04,158.1,0.86
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:26:42.593872+00:00,cnc_milling_004,50.9,0.08,6.9,2090.4,74.2,4.2,310.9,0.2,89.9,0.42
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:26:51.587976+00:00,cnc_milling_004,73.3,0.57,8.5,8300.9,12.5,8.8,88.4,1.84,239.5,0.19
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:27:21.302342+00:00,cnc_milling_004,22.2,0.49,19.8,13777.7,54.2,1.2,94.5,1.73,239.6,0.63
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:27:36.768713+00:00,cnc_milling_004,71.3,0.61,14.3,12580.8,1.8,3.2,298.2,1.82,154.4,0.51
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:28:02.210552+00:00,cnc_milling_004,26.3,0.56,9.7,11454.1,49.9,4.6,246.5,0.02,13.1,0.46
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:28:22.227934+00:00,cnc_milling_004,41.7,0.44,0.2,4938.9,1.2,7.4,294.4,0.78,244.5,0.16
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:28:41.140048+00:00,cnc_milling_004,82.8,0.27,3.5,13161.1,16.6,3.7,378.2,1.69,18.2,0.13
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:29:00.849256+00:00,cnc_milling_004,89.8,0.19,14.5,8494.6,64.8,1.0,56.4,0.77,5.7,0.34
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:29:21.322142+00:00,cnc_milling_004,89.8,0.17,13.4,14055.0,46.4,0.9,45.0,0.32,138.3,0.46
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:29:41.716882+00:00,cnc_milling_004,45.4,0.88,12.0,2102.8,98.9,3.9,443.0,1.53,258.7,0.57
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:29:56.375951+00:00,cnc_milling_004,75.3,0.55,2.7,5357.8,36.6,3.5,20.6,1.87,293.2,0.93
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:30:21.524866+00:00,cnc_milling_004,23.5,0.56,15.1,4919.4,87.5,3.4,56.0,1.61,8.2,0.03
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:30:26.197635+00:00,cnc_milling_004,86.2,0.07,13.4,8212.5,88.4,9.1,496.9,0.94,291.2,0.49
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:30:46.817096+00:00,cnc_milling_004,84.4,0.31,15.5,3097.1,93.5,6.2,286.0,0.62,230.5,0.46
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:31:06.354037+00:00,cnc_milling_004,38.8,0.33,1.1,9179.7,82.5,3.7,360.5,1.81,14.9,0.62
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:31:31.438506+00:00,cnc_milling_004,65.8,0.82,0.6,13466.2,20.4,1.2,154.9,0.97,57.6,0.34
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:32:01.108671+00:00,cnc_milling_004,86.3,0.8,16.3,2533.6,19.2,4.9,80.8,1.84,69.6,0.45
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:32:05.828155+00:00,cnc_milling_004,71.6,0.19,1.1,1376.0,46.8,2.9,394.7,1.33,132.7,0.16
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:32:42.303873+00:00,cnc_milling_004,91.5,0.98,12.8,4159.8,43.2,5.9,288.3,1.65,253.9,0.59
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:33:01.532106+00:00,cnc_milling_004,44.1,0.27,7.9,10192.6,14.8,7.8,122.5,1.61,248.7,0.15
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:33:06.509850+00:00,cnc_milling_004,35.6,0.1,16.5,3628.5,39.8,2.6,231.6,1.92,192.5,0.2
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:33:51.712560+00:00,cnc_milling_004,41.2,0.2,3.6,12453.5,86.8,7.2,66.7,1.97,5.0,0.74
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:34:06.163984+00:00,cnc_milling_004,22.3,0.31,13.7,1966.5,42.9,6.0,60.5,1.16,171.1,0.05
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:34:31.569680+00:00,cnc_milling_004,81.0,0.15,14.4,4913.4,8.8,2.8,195.3,0.36,132.1,0.62
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:34:48.440423+00:00,cnc_milling_004,69.3,0.33,16.0,7915.9,0.9,5.4,114.3,0.08,119.4,0.66
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:35:16.717037+00:00,cnc_milling_004,80.5,0.28,15.2,2762.1,43.8,1.0,282.4,1.0,15.8,0.33
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:35:42.152235+00:00,cnc_milling_004,5.5,0.99,7.9,13366.7,56.4,9.4,459.5,1.72,169.9,0.81
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:35:51.885936+00:00,cnc_milling_004,58.6,0.19,19.9,592.2,65.6,8.3,433.1,0.95,189.3,0.4
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:36:11.498399+00:00,cnc_milling_004,12.3,0.8,1.8,10396.2,45.1,8.5,379.4,0.04,5.6,0.84
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:36:41.210107+00:00,cnc_milling_004,0.5,0.81,2.4,3282.3,73.6,5.0,315.8,0.45,83.7,0.63
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:36:47.117808+00:00,cnc_milling_004,71.3,0.61,14.3,4101.3,77.2,2.8,47.3,1.3,17.5,0.74
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:37:12.748462+00:00,cnc_milling_004,48.2,0.35,15.1,4630.4,70.7,9.5,150.4,0.86,192.4,0.02
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:37:27.751313+00:00,cnc_milling_004,6.9,0.62,3.9,8859.1,88.0,5.6,347.4,0.29,150.8,0.49
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:37:51.432542+00:00,cnc_milling_004,85.1,0.57,9.8,7325.1,87.3,9.9,233.2,1.26,84.5,0.84
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:38:21.414524+00:00,cnc_milling_004,81.3,0.21,10.7,11143.3,61.6,2.1,55.5,0.83,77.8,0.95
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:38:27.791187+00:00,cnc_milling_004,25.9,0.57,6.7,4931.3,20.2,9.3,326.1,0.35,167.4,0.8
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:38:51.969174+00:00,cnc_milling_004,20.7,0.36,3.6,2202.7,14.6,9.4,113.7,0.7,278.1,0.46
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:39:21.816556+00:00,cnc_milling_004,25.2,0.84,16.7,12504.3,62.7,5.2,82.1,1.07,281.4,0.49
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:39:32.297339+00:00,cnc_milling_004,35.8,0.63,9.5,5097.7,9.7,2.0,331.3,0.05,86.3,0.49
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:39:56.709444+00:00,cnc_milling_004,64.5,0.08,14.3,4808.6,30.3,0.0,499.5,1.65,27.1,0.32
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:40:16.429828+00:00,cnc_milling_004,87.6,0.67,14.8,581.6,1.9,9.4,424.4,0.6,177.7,0.64
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:40:42.343509+00:00,cnc_milling_004,44.7,0.59,16.5,2014.6,23.6,3.9,24.2,1.16,139.0,0.04
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:40:45.943940+00:00,cnc_milling_004,5.9,0.44,18.2,11097.0,70.6,9.1,71.8,0.95,114.4,0.11
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:41:12.866570+00:00,cnc_milling_004,48.7,0.49,0.3,4729.5,57.3,5.2,391.7,1.77,9.1,0.07
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:41:31.093167+00:00,cnc_milling_004,57.7,0.67,19.7,13526.5,46.7,2.3,230.8,0.43,152.6,0.02
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:41:56.173525+00:00,cnc_milling_004,43.2,0.55,2.9,9723.1,8.2,2.7,433.4,1.95,6.5,0.2
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:42:22.690644+00:00,cnc_milling_004,1.3,0.62,11.5,10676.4,54.4,3.6,146.8,0.99,120.0,0.71
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:42:41.482537+00:00,cnc_milling_004,30.1,0.41,7.9,9655.1,77.4,8.9,415.8,0.08,227.7,0.02
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:42:53.357659+00:00,cnc_milling_004,40.6,0.16,9.3,8546.6,2.2,2.1,477.5,1.42,240.4,0.93
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:43:06.982156+00:00,cnc_milling_004,28.0,0.29,17.3,2241.3,83.5,8.7,411.2,1.14,234.8,0.32
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:43:42.077219+00:00,cnc_milling_004,92.7,0.41,9.7,1401.0,3.7,3.6,80.0,1.55,138.6,0.85
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:44:01.373095+00:00,cnc_milling_004,13.4,0.47,19.6,1186.3,27.0,5.0,387.0,0.98,93.9,0.03
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:44:21.483686+00:00,cnc_milling_004,55.7,0.85,12.3,2221.6,77.1,2.2,161.2,0.68,65.1,0.65
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:44:41.432326+00:00,cnc_milling_004,28.4,0.55,3.8,7352.6,10.2,2.6,94.3,1.6,155.4,1.0
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:44:45.806154+00:00,cnc_milling_004,6.0,0.39,11.2,3520.9,17.6,0.3,358.5,0.43,55.1,0.76
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:45:19.343976+00:00,cnc_milling_004,42.1,0.93,9.6,4471.5,77.9,5.1,484.9,1.18,15.2,0.14
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:45:36.428680+00:00,cnc_milling_004,60.2,0.17,12.8,4523.7,86.8,3.8,258.4,1.98,186.7,0.61
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:46:00.843466+00:00,cnc_milling_004,65.9,0.97,4.4,9079.8,99.7,0.4,444.8,1.7,103.2,0.13
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:46:17.085309+00:00,cnc_milling_004,10.6,0.65,5.4,1543.3,23.9,8.3,259.2,1.07,234.5,0.82
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:46:32.129915+00:00,cnc_milling_004,24.4,0.63,4.4,3155.4,17.7,7.2,146.7,0.31,162.0,0.1
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:47:01.192857+00:00,cnc_milling_004,61.5,0.57,5.6,13100.8,58.8,3.1,190.7,0.26,206.3,0.65
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:47:05.772901+00:00,cnc_milling_004,89.8,0.36,10.9,7570.8,71.2,3.4,144.1,1.77,234.7,0.93
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:47:32.026257+00:00,cnc_milling_004,49.8,0.56,6.8,9212.7,85.7,1.5,47.3,0.94,224.6,0.01
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:48:01.577416+00:00,cnc_milling_004,46.8,0.59,16.8,12317.4,30.8,7.1,23.7,1.65,40.1,0.53
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:48:06.730261+00:00,cnc_milling_004,81.1,0.03,11.2,10178.2,47.8,7.3,277.7,1.08,150.6,0.3
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:48:41.838934+00:00,cnc_milling_004,47.0,0.2,8.1,4364.4,82.5,7.4,28.7,1.29,247.9,0.27
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:48:51.512632+00:00,cnc_milling_004,48.7,0.03,14.6,8543.9,17.5,8.6,116.3,1.44,214.1,0.11
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:49:11.638370+00:00,cnc_milling_004,46.6,0.56,16.5,817.3,11.9,6.7,256.3,0.5,206.1,0.0
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:49:41.636232+00:00,cnc_milling_004,4.0,0.79,18.9,2581.5,60.8,3.3,145.4,0.4,131.7,0.36
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:49:57.168732+00:00,cnc_milling_004,25.2,0.67,7.4,8316.4,18.3,9.9,239.0,0.48,57.7,0.86
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:50:12.536822+00:00,cnc_milling_004,18.3,0.58,7.8,1264.1,7.5,2.8,450.8,0.83,187.6,0.97
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:50:36.225607+00:00,cnc_milling_004,25.3,0.34,3.3,13301.2,78.7,5.4,37.6,1.43,276.5,0.7
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:51:01.180828+00:00,cnc_milling_004,11.6,0.16,0.4,11374.0,86.6,5.9,333.9,0.71,291.0,0.29
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:51:21.171509+00:00,cnc_milling_004,37.2,0.29,19.7,12051.3,42.3,6.5,497.7,1.63,52.0,0.07
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:51:31.299257+00:00,cnc_milling_004,58.6,0.31,17.0,6520.2,46.2,1.9,258.1,1.41,58.2,0.41
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:51:56.964996+00:00,cnc_milling_004,28.2,0.23,19.3,780.1,67.4,5.0,254.0,0.12,122.8,0.88
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:52:12.115008+00:00,cnc_milling_004,57.4,0.8,5.6,7039.6,72.0,4.0,265.0,1.54,35.2,0.39
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:52:26.962852+00:00,cnc_milling_004,17.9,0.6,15.0,5113.6,30.9,9.0,230.7,1.56,32.0,0.64
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:53:01.594374+00:00,cnc_milling_004,31.7,0.48,14.2,14669.2,0.6,8.9,56.7,1.77,183.5,0.64
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:53:21.859854+00:00,cnc_milling_004,43.7,0.38,16.3,11355.4,38.6,7.2,206.5,1.36,296.2,0.92
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:53:43.334315+00:00,cnc_milling_004,78.7,0.85,13.5,2249.8,62.5,6.9,453.3,0.62,188.6,0.18
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:54:01.449932+00:00,cnc_milling_004,28.7,0.75,6.8,7165.2,9.1,8.4,228.5,0.26,232.9,0.42
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:54:05.856687+00:00,cnc_milling_004,56.9,0.82,1.5,3787.8,43.7,8.1,152.5,0.69,115.0,0.1
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:54:36.248733+00:00,cnc_milling_004,41.5,0.02,8.2,7401.1,84.6,1.1,184.9,0.16,92.6,0.99
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:54:59.170438+00:00,cnc_milling_004,78.9,0.34,10.0,8409.8,99.1,1.9,41.1,0.03,191.9,0.41
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:55:14.111125+00:00,cnc_milling_004,34.2,0.47,2.3,11498.2,60.1,4.9,19.8,0.69,67.3,0.57
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:55:41.185528+00:00,cnc_milling_004,22.9,0.57,6.3,6347.0,66.1,6.5,326.1,1.32,91.5,0.58
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:55:49.100870+00:00,cnc_milling_004,59.3,0.17,7.0,13101.7,55.7,0.5,235.0,0.32,121.0,0.79
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:56:06.843086+00:00,cnc_milling_004,38.2,0.63,4.0,8572.4,65.0,4.9,165.7,1.12,12.2,0.01
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:56:42.129850+00:00,cnc_milling_004,79.6,0.36,14.6,13337.5,78.7,8.4,61.8,1.34,216.1,0.18
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:57:01.609373+00:00,cnc_milling_004,30.4,0.17,2.7,3200.2,45.3,9.1,136.6,0.22,100.6,0.51
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:57:06.188159+00:00,cnc_milling_004,38.3,0.02,9.9,7139.1,67.0,6.2,464.1,1.18,159.5,0.67
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:57:41.916611+00:00,cnc_milling_004,66.9,0.56,0.3,4469.8,50.8,4.1,126.5,1.36,25.5,0.94
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:58:01.830882+00:00,cnc_milling_004,2.2,0.93,10.2,4237.2,67.6,0.4,415.8,0.96,70.8,0.72
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:58:21.879703+00:00,cnc_milling_004,24.6,0.75,1.6,5172.3,91.4,2.1,206.6,1.48,125.5,0.38
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:58:41.313433+00:00,cnc_milling_004,48.4,0.33,11.8,1759.6,55.7,1.6,211.2,1.27,90.2,0.68
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:58:56.833551+00:00,cnc_milling_004,43.4,0.59,13.4,12720.9,86.4,1.0,406.5,1.49,136.8,0.33
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:59:19.521676+00:00,cnc_milling_004,51.5,0.16,2.2,511.6,28.2,5.8,153.4,0.17,216.6,0.5
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:59:41.951504+00:00,cnc_milling_004,53.0,0.09,14.4,4260.5,74.2,1.8,435.8,0.15,260.5,0.64
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:59:46.207587+00:00,cnc_milling_004,91.4,0.71,13.9,6738.9,33.4,8.8,142.8,1.75,247.9,0.4
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:00:16.698326+00:00,cnc_milling_004,88.4,0.52,10.8,12271.0,6.7,8.7,312.5,1.39,222.9,0.12
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:00:27.036470+00:00,cnc_milling_004,27.4,0.12,3.1,1415.4,37.6,3.9,146.6,0.14,253.5,0.52
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:00:56.808308+00:00,cnc_milling_004,5.7,0.85,9.9,2090.6,15.7,2.6,405.9,0.57,219.0,0.35
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:01:06.300481+00:00,cnc_milling_004,10.8,0.35,5.8,14742.2,78.9,1.8,3.3,0.06,218.4,0.06
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:01:43.444249+00:00,cnc_milling_004,62.0,0.5,11.4,9655.2,2.1,2.8,489.3,1.99,275.2,0.16
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:01:46.669922+00:00,cnc_milling_004,32.2,0.24,11.2,10050.4,42.4,9.5,174.2,1.93,206.9,0.84
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:02:17.120831+00:00,cnc_milling_004,84.4,0.52,1.8,12594.9,64.0,1.0,356.3,0.21,140.9,0.29
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:02:32.171709+00:00,cnc_milling_004,85.5,0.87,13.0,762.1,18.5,6.9,66.5,1.88,105.6,0.15
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:02:49.387206+00:00,cnc_milling_004,96.0,0.97,5.4,8894.2,18.1,6.5,300.8,0.39,241.1,0.93
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:03:21.369580+00:00,cnc_milling_004,21.7,0.8,9.2,6806.8,78.8,5.1,342.8,0.5,23.6,0.59
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:03:36.235845+00:00,cnc_milling_004,56.5,0.86,12.3,4309.5,7.8,4.1,85.2,0.6,140.7,0.18
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:04:01.750972+00:00,cnc_milling_004,76.8,0.56,6.8,12117.7,91.5,9.5,375.0,1.99,268.5,0.91
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:04:21.640004+00:00,cnc_milling_004,8.0,0.55,5.8,4951.4,61.6,6.3,126.6,0.34,116.2,0.32
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:04:41.419623+00:00,cnc_milling_004,75.9,0.67,16.5,12502.4,3.4,0.4,60.7,0.2,149.3,0.18
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:04:46.271930+00:00,cnc_milling_004,33.5,0.61,0.6,13109.7,28.3,0.3,164.2,0.67,56.3,0.49
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:05:16.760759+00:00,cnc_milling_004,97.0,0.27,17.5,3259.4,28.9,9.2,166.9,1.08,217.3,0.3
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:05:31.809981+00:00,cnc_milling_004,94.4,0.21,4.3,13816.1,57.5,7.1,418.1,0.94,144.0,0.42
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:06:02.065905+00:00,cnc_milling_004,27.2,0.63,4.7,2989.1,97.0,2.9,47.7,0.1,266.2,0.59
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:06:21.267480+00:00,cnc_milling_004,47.2,0.87,19.3,9554.9,56.7,7.5,458.2,0.55,24.3,1.0
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:06:37.240131+00:00,cnc_milling_004,75.7,0.79,3.7,503.3,35.9,0.4,308.6,1.35,145.9,0.25
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:06:52.218948+00:00,cnc_milling_004,58.2,0.29,4.3,2865.5,41.4,3.4,33.9,1.47,174.9,0.45
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:07:21.689085+00:00,cnc_milling_004,90.8,0.3,19.2,1075.5,14.9,7.1,203.1,0.21,255.2,0.21
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:07:43.744145+00:00,cnc_milling_004,77.5,0.54,2.9,13239.2,94.9,6.0,328.8,1.95,271.5,0.6
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:07:47.439472+00:00,cnc_milling_004,64.5,0.31,20.0,6862.1,28.5,8.3,263.9,0.09,174.1,0.45
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:08:06.391731+00:00,cnc_milling_004,71.6,0.7,7.1,4248.8,72.0,3.9,148.7,1.01,177.2,0.42
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:08:43.277127+00:00,cnc_milling_004,35.1,0.79,12.9,3330.3,72.4,6.4,486.6,1.89,52.7,0.5
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:08:46.704971+00:00,cnc_milling_004,98.5,0.82,16.4,994.6,72.7,5.1,302.9,1.55,93.6,0.82
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:09:21.529783+00:00,cnc_milling_004,78.8,0.01,12.0,947.1,81.9,1.2,225.0,0.26,13.7,0.74
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:09:41.187920+00:00,cnc_milling_004,79.8,0.92,7.8,4570.1,25.5,7.3,335.2,1.16,74.1,0.68
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:10:01.188059+00:00,cnc_milling_004,84.9,0.0,13.5,4043.1,43.9,4.1,179.2,0.5,215.1,0.29
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:10:11.754148+00:00,cnc_milling_004,19.6,0.42,3.0,14541.4,85.3,5.5,285.0,1.66,265.4,0.96
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:10:35.771338+00:00,cnc_milling_004,6.1,0.54,12.2,10911.1,17.8,7.0,225.6,1.02,295.5,0.64
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:10:45.951816+00:00,cnc_milling_004,46.3,0.11,11.0,2955.5,53.2,8.5,210.4,0.28,97.1,0.23
